class,id,order,task_dif,time,score,cal,time_on_task,length_writing,time.,task_motive
1,13,s2c,complex,2,74.31,lex_Vocd,37,305,even,4.888888888888889
1,13,s2c,complex,2,1.61,lex_WRDFRQmc,37,305,even,4.888888888888889
1,13,s2c,simple,3,15.51,com_MLTU,30,451,odd,1.1111111111111112
1,13,s2c,simple,3,0.81,com_DC/T,30,451,odd,1.1111111111111112
1,13,s2c,simple,3,1.95,com_CN/T,30,451,odd,1.1111111111111112
1,13,s2c,simple,3,1.4728,com_CN/C,30,451,odd,1.1111111111111112
1,13,s2c,simple,3,0.55,ac_EFC/C,30,451,odd,1.1111111111111112
1,13,s2c,simple,3,63.33,lex_Vocd,30,451,odd,1.1111111111111112
1,13,s2c,simple,3,1.88,lex_WRDFRQmc,30,451,odd,1.1111111111111112
1,13,s2c,complex,4,15.23,com_MLTU,33,424,even,4.333333333333333
1,13,s2c,complex,4,0.55,com_DC/T,33,424,even,4.333333333333333
1,13,s2c,complex,4,1.92,com_CN/T,33,424,even,4.333333333333333
1,13,s2c,complex,4,1.1812,com_CN/C,33,424,even,4.333333333333333
1,13,s2c,complex,4,0.59,ac_EFC/C,33,424,even,4.333333333333333
1,13,s2c,complex,4,71.89,lex_Vocd,33,424,even,4.333333333333333
1,13,s2c,complex,4,1.89,lex_WRDFRQmc,33,424,even,4.333333333333333
1,14,s2c,simple,1,17.46,com_MLTU,29,359,odd,2.3333333333333335
1,14,s2c,simple,1,0.53,com_DC/T,29,359,odd,2.3333333333333335
1,14,s2c,simple,1,1.65,com_CN/T,29,359,odd,2.3333333333333335
1,14,s2c,simple,1,0.8125,com_CN/C,29,359,odd,2.3333333333333335
1,14,s2c,simple,1,0.54,ac_EFC/C,29,359,odd,2.3333333333333335
1,14,s2c,simple,1,71.73,lex_Vocd,29,359,odd,2.3333333333333335
1,14,s2c,simple,1,1.79,lex_WRDFRQmc,29,359,odd,2.3333333333333335
1,14,s2c,complex,2,13.81,com_MLTU,34,397,even,4.777777777777778
1,14,s2c,complex,2,0.81,com_DC/T,34,397,even,4.777777777777778
1,14,s2c,complex,2,1.9,com_CN/T,34,397,even,4.777777777777778
1,14,s2c,complex,2,1.1633,com_CN/C,34,397,even,4.777777777777778
1,14,s2c,complex,2,0.65,ac_EFC/C,34,397,even,4.777777777777778
1,14,s2c,complex,2,62.25,lex_Vocd,34,397,even,4.777777777777778
1,14,s2c,complex,2,1.67,lex_WRDFRQmc,34,397,even,4.777777777777778
1,14,s2c,simple,3,17.37,com_MLTU,22,406,odd,1.4444444444444444
1,14,s2c,simple,3,0.77,com_DC/T,22,406,odd,1.4444444444444444
1,14,s2c,simple,3,1.92,com_CN/T,22,406,odd,1.4444444444444444
1,14,s2c,simple,3,1.4633,com_CN/C,22,406,odd,1.4444444444444444
1,14,s2c,simple,3,0.59,ac_EFC/C,22,406,odd,1.4444444444444444
1,14,s2c,simple,3,65.18,lex_Vocd,22,406,odd,1.4444444444444444
1,14,s2c,simple,3,1.87,lex_WRDFRQmc,22,406,odd,1.4444444444444444
1,14,s2c,complex,4,16.99,com_MLTU,30,428,even,3.3333333333333335
1,14,s2c,complex,4,0.59,com_DC/T,30,428,even,3.3333333333333335
1,14,s2c,complex,4,1.98,com_CN/T,30,428,even,3.3333333333333335
1,14,s2c,complex,4,1.2763,com_CN/C,30,428,even,3.3333333333333335
1,14,s2c,complex,4,0.63,ac_EFC/C,30,428,even,3.3333333333333335
1,14,s2c,complex,4,68.93,lex_Vocd,30,428,even,3.3333333333333335
1,14,s2c,complex,4,1.69,lex_WRDFRQmc,30,428,even,3.3333333333333335
1,15,s2c,simple,1,15.31,com_MLTU,27,436,odd,1.3333333333333333
1,15,s2c,simple,1,0.84,com_DC/T,27,436,odd,1.3333333333333333
1,15,s2c,simple,1,1.7273,com_CN/T,27,436,odd,1.3333333333333333
1,15,s2c,simple,1,1,com_CN/C,27,436,odd,1.3333333333333333
1,15,s2c,simple,1,0.59,ac_EFC/C,27,436,odd,1.3333333333333333
1,15,s2c,simple,1,67.15,lex_Vocd,27,436,odd,1.3333333333333333
1,15,s2c,simple,1,1.47,lex_WRDFRQmc,27,436,odd,1.3333333333333333
1,15,s2c,complex,2,17.97,com_MLTU,38,391,even,4.555555555555555
1,15,s2c,complex,2,0.62,com_DC/T,38,391,even,4.555555555555555
1,15,s2c,complex,2,1.92,com_CN/T,38,391,even,4.555555555555555
1,15,s2c,complex,2,1.2105,com_CN/C,38,391,even,4.555555555555555
1,15,s2c,complex,2,0.62,ac_EFC/C,38,391,even,4.555555555555555
1,15,s2c,complex,2,77.76,lex_Vocd,38,391,even,4.555555555555555
1,15,s2c,complex,2,1.63,lex_WRDFRQmc,38,391,even,4.555555555555555
1,15,s2c,simple,3,18.21,com_MLTU,25,460,odd,1.222222222222222
1,15,s2c,simple,3,0.84,com_DC/T,25,460,odd,1.222222222222222
1,15,s2c,simple,3,1.86,com_CN/T,25,460,odd,1.222222222222222
1,15,s2c,simple,3,1.3681,com_CN/C,25,460,odd,1.222222222222222
1,15,s2c,simple,3,0.52,ac_EFC/C,25,460,odd,1.222222222222222
1,15,s2c,simple,3,67.45,lex_Vocd,25,460,odd,1.222222222222222
1,15,s2c,simple,3,1.79,lex_WRDFRQmc,25,460,odd,1.222222222222222
1,15,s2c,complex,4,15.83,com_MLTU,33,419,even,4
1,15,s2c,complex,4,0.65,com_DC/T,33,419,even,4
1,15,s2c,complex,4,1.89,com_CN/T,33,419,even,4
1,15,s2c,complex,4,1.1237,com_CN/C,33,419,even,4
1,15,s2c,complex,4,0.55,ac_EFC/C,33,419,even,4
1,15,s2c,complex,4,61.25,lex_Vocd,33,419,even,4
1,15,s2c,complex,4,1.82,lex_WRDFRQmc,33,419,even,4
1,16,s2c,simple,1,13.78,com_MLTU,31,469,odd,1.1111111111111112
1,16,s2c,simple,1,0.75,com_DC/T,31,469,odd,1.1111111111111112
1,16,s2c,simple,1,1.4848,com_CN/T,31,469,odd,1.1111111111111112
1,16,s2c,simple,1,1.4138,com_CN/C,31,469,odd,1.1111111111111112
1,16,s2c,simple,1,0.56,ac_EFC/C,31,469,odd,1.1111111111111112
1,16,s2c,simple,1,64.77,lex_Vocd,31,469,odd,1.1111111111111112
1,16,s2c,simple,1,1.59,lex_WRDFRQmc,31,469,odd,1.1111111111111112
1,16,s2c,complex,2,15.94,com_MLTU,35,403,even,4.444444444444445
1,16,s2c,complex,2,0.69,com_DC/T,35,403,even,4.444444444444445
1,16,s2c,complex,2,1.97,com_CN/T,35,403,even,4.444444444444445
1,16,s2c,complex,2,1.4643,com_CN/C,35,403,even,4.444444444444445
1,16,s2c,complex,2,0.61,ac_EFC/C,35,403,even,4.444444444444445
1,16,s2c,complex,2,69.92,lex_Vocd,35,403,even,4.444444444444445
1,16,s2c,complex,2,1.57,lex_WRDFRQmc,35,403,even,4.444444444444445
1,16,s2c,simple,3,16.93,com_MLTU,28,480,odd,1
1,16,s2c,simple,3,0.59,com_DC/T,28,480,odd,1
1,16,s2c,simple,3,1.85,com_CN/T,28,480,odd,1
1,16,s2c,simple,3,1.2417,com_CN/C,28,480,odd,1
1,16,s2c,simple,3,0.69,ac_EFC/C,28,480,odd,1
1,16,s2c,simple,3,72.98,lex_Vocd,28,480,odd,1
1,16,s2c,simple,3,1.64,lex_WRDFRQmc,28,480,odd,1
1,16,s2c,complex,4,17.92,com_MLTU,31,397,even,3.6666666666666665
1,16,s2c,complex,4,0.64,com_DC/T,31,397,even,3.6666666666666665
1,16,s2c,complex,4,1.92,com_CN/T,31,397,even,3.6666666666666665
1,16,s2c,complex,4,1.1441,com_CN/C,31,397,even,3.6666666666666665
1,16,s2c,complex,4,0.59,ac_EFC/C,31,397,even,3.6666666666666665
1,16,s2c,complex,4,67.21,lex_Vocd,31,397,even,3.6666666666666665
1,16,s2c,complex,4,1.71,lex_WRDFRQmc,31,397,even,3.6666666666666665
1,17,s2c,simple,1,14.39,com_MLTU,34,463,odd,1.1111111111111112
1,17,s2c,simple,1,0.49,com_DC/T,34,463,odd,1.1111111111111112
1,17,s2c,simple,1,2.3636,com_CN/T,34,463,odd,1.1111111111111112
1,17,s2c,simple,1,1.2692,com_CN/C,34,463,odd,1.1111111111111112
1,17,s2c,simple,1,0.56,ac_EFC/C,34,463,odd,1.1111111111111112
1,17,s2c,simple,1,55.21,lex_Vocd,34,463,odd,1.1111111111111112
1,17,s2c,simple,1,1.72,lex_WRDFRQmc,34,463,odd,1.1111111111111112
1,17,s2c,complex,2,17.02,com_MLTU,40,360,even,4.333333333333333
1,17,s2c,complex,2,0.58,com_DC/T,40,360,even,4.333333333333333
1,17,s2c,complex,2,1.77,com_CN/T,40,360,even,4.333333333333333
1,17,s2c,complex,2,0.99,com_CN/C,40,360,even,4.333333333333333
1,17,s2c,complex,2,0.86,ac_EFC/C,40,360,even,4.333333333333333
1,17,s2c,complex,2,74.57,lex_Vocd,40,360,even,4.333333333333333
1,17,s2c,complex,2,1.74,lex_WRDFRQmc,40,360,even,4.333333333333333
1,17,s2c,simple,3,15.47,com_MLTU,26,500,odd,1.222222222222222
1,17,s2c,simple,3,0.81,com_DC/T,26,500,odd,1.222222222222222
1,17,s2c,simple,3,1.91,com_CN/T,26,500,odd,1.222222222222222
1,17,s2c,simple,3,1.0819,com_CN/C,26,500,odd,1.222222222222222
1,17,s2c,simple,3,0.63,ac_EFC/C,26,500,odd,1.222222222222222
1,17,s2c,simple,3,69.21,lex_Vocd,26,500,odd,1.222222222222222
1,17,s2c,simple,3,1.73,lex_WRDFRQmc,26,500,odd,1.222222222222222
1,17,s2c,complex,4,18.11,com_MLTU,35,482,even,3.3333333333333335
1,17,s2c,complex,4,0.83,com_DC/T,35,482,even,3.3333333333333335
1,17,s2c,complex,4,1.81,com_CN/T,35,482,even,3.3333333333333335
1,17,s2c,complex,4,1.0303,com_CN/C,35,482,even,3.3333333333333335
1,17,s2c,complex,4,0.66,ac_EFC/C,35,482,even,3.3333333333333335
1,17,s2c,complex,4,59.39,lex_Vocd,35,482,even,3.3333333333333335
1,17,s2c,complex,4,1.72,lex_WRDFRQmc,35,482,even,3.3333333333333335
1,18,s2c,simple,1,14.87,com_MLTU,29,432,odd,2.444444444444444
1,18,s2c,simple,1,0.45,com_DC/T,29,432,odd,2.444444444444444
1,18,s2c,simple,1,1.9375,com_CN/T,29,432,odd,2.444444444444444
1,18,s2c,simple,1,0.92,com_CN/C,29,432,odd,2.444444444444444
1,18,s2c,simple,1,0.47,ac_EFC/C,29,432,odd,2.444444444444444
1,18,s2c,simple,1,71.66,lex_Vocd,29,432,odd,2.444444444444444
1,18,s2c,simple,1,1.61,lex_WRDFRQmc,29,432,odd,2.444444444444444
1,18,s2c,complex,2,16.53,com_MLTU,36,376,even,4.444444444444445
1,18,s2c,complex,2,0.85,com_DC/T,36,376,even,4.444444444444445
1,18,s2c,complex,2,1.91,com_CN/T,36,376,even,4.444444444444445
1,18,s2c,complex,2,1.3715,com_CN/C,36,376,even,4.444444444444445
1,18,s2c,complex,2,0.89,ac_EFC/C,36,376,even,4.444444444444445
1,18,s2c,complex,2,69.54,lex_Vocd,36,376,even,4.444444444444445
1,18,s2c,complex,2,1.66,lex_WRDFRQmc,36,376,even,4.444444444444445
1,18,s2c,simple,3,16.02,com_MLTU,32,450,odd,1.6666666666666667
1,18,s2c,simple,3,0.92,com_DC/T,32,450,odd,1.6666666666666667
1,18,s2c,simple,3,1.85,com_CN/T,32,450,odd,1.6666666666666667
1,18,s2c,simple,3,0.9834,com_CN/C,32,450,odd,1.6666666666666667
1,18,s2c,simple,3,0.56,ac_EFC/C,32,450,odd,1.6666666666666667
1,18,s2c,simple,3,76.26,lex_Vocd,32,450,odd,1.6666666666666667
1,18,s2c,simple,3,1.85,lex_WRDFRQmc,32,450,odd,1.6666666666666667
1,18,s2c,complex,4,19.82,com_MLTU,37,418,even,3.6666666666666665
1,18,s2c,complex,4,0.79,com_DC/T,37,418,even,3.6666666666666665
1,18,s2c,complex,4,1.94,com_CN/T,37,418,even,3.6666666666666665
1,18,s2c,complex,4,0.9706,com_CN/C,37,418,even,3.6666666666666665
1,18,s2c,complex,4,0.71,ac_EFC/C,37,418,even,3.6666666666666665
1,18,s2c,complex,4,79.23,lex_Vocd,37,418,even,3.6666666666666665
1,18,s2c,complex,4,1.79,lex_WRDFRQmc,37,418,even,3.6666666666666665
1,19,s2c,simple,1,17.14,com_MLTU,30,332,odd,2.888888888888889
1,19,s2c,simple,1,0.38,com_DC/T,30,332,odd,2.888888888888889
1,19,s2c,simple,1,1.7778,com_CN/T,30,332,odd,2.888888888888889
1,19,s2c,simple,1,0.6667,com_CN/C,30,332,odd,2.888888888888889
1,19,s2c,simple,1,0.47,ac_EFC/C,30,332,odd,2.888888888888889
1,19,s2c,simple,1,81.77,lex_Vocd,30,332,odd,2.888888888888889
1,19,s2c,simple,1,1.43,lex_WRDFRQmc,30,332,odd,2.888888888888889
1,19,s2c,complex,2,15.82,com_MLTU,38,372,even,4.111111111111111
1,19,s2c,complex,2,0.53,com_DC/T,38,372,even,4.111111111111111
1,19,s2c,complex,2,1.82,com_CN/T,38,372,even,4.111111111111111
1,19,s2c,complex,2,0.9349,com_CN/C,38,372,even,4.111111111111111
1,19,s2c,complex,2,0.81,ac_EFC/C,38,372,even,4.111111111111111
1,19,s2c,complex,2,73.84,lex_Vocd,38,372,even,4.111111111111111
1,19,s2c,complex,2,1.78,lex_WRDFRQmc,38,372,even,4.111111111111111
1,19,s2c,simple,3,17.16,com_MLTU,28,371,odd,1.4444444444444444
1,19,s2c,simple,3,0.58,com_DC/T,28,371,odd,1.4444444444444444
1,19,s2c,simple,3,1.84,com_CN/T,28,371,odd,1.4444444444444444
1,19,s2c,simple,3,0.9918,com_CN/C,28,371,odd,1.4444444444444444
1,19,s2c,simple,3,0.58,ac_EFC/C,28,371,odd,1.4444444444444444
1,19,s2c,simple,3,75.14,lex_Vocd,28,371,odd,1.4444444444444444
1,19,s2c,simple,3,1.79,lex_WRDFRQmc,28,371,odd,1.4444444444444444
1,19,s2c,complex,4,15.94,com_MLTU,35,353,even,3.5555555555555554
1,19,s2c,complex,4,0.73,com_DC/T,35,353,even,3.5555555555555554
1,19,s2c,complex,4,1.99,com_CN/T,35,353,even,3.5555555555555554
1,19,s2c,complex,4,0.9268,com_CN/C,35,353,even,3.5555555555555554
1,19,s2c,complex,4,0.76,ac_EFC/C,35,353,even,3.5555555555555554
1,19,s2c,complex,4,60.45,lex_Vocd,35,353,even,3.5555555555555554
1,19,s2c,complex,4,1.62,lex_WRDFRQmc,35,353,even,3.5555555555555554
1,20,s2c,simple,1,13.97,com_MLTU,35,358,odd,2
1,20,s2c,simple,1,0.74,com_DC/T,35,358,odd,2
1,20,s2c,simple,1,1.71,com_CN/T,35,358,odd,2
1,20,s2c,simple,1,1.1769,com_CN/C,35,358,odd,2
1,20,s2c,simple,1,0.54,ac_EFC/C,35,358,odd,2
1,20,s2c,simple,1,72.85,lex_Vocd,35,358,odd,2
1,20,s2c,simple,1,1.6,lex_WRDFRQmc,35,358,odd,2
1,20,s2c,complex,2,14.97,com_MLTU,41,308,even,4.222222222222222
1,20,s2c,complex,2,0.65,com_DC/T,41,308,even,4.222222222222222
1,20,s2c,complex,2,1.79,com_CN/T,41,308,even,4.222222222222222
1,20,s2c,complex,2,0.9837,com_CN/C,41,308,even,4.222222222222222
1,20,s2c,complex,2,0.57,ac_EFC/C,41,308,even,4.222222222222222
1,20,s2c,complex,2,82.98,lex_Vocd,41,308,even,4.222222222222222
1,20,s2c,complex,2,1.65,lex_WRDFRQmc,41,308,even,4.222222222222222
1,20,s2c,simple,3,19.26,com_MLTU,31,352,odd,1.5555555555555556
1,20,s2c,simple,3,0.74,com_DC/T,31,352,odd,1.5555555555555556
1,20,s2c,simple,3,1.85,com_CN/T,31,352,odd,1.5555555555555556
1,20,s2c,simple,3,1.1321,com_CN/C,31,352,odd,1.5555555555555556
1,20,s2c,simple,3,0.67,ac_EFC/C,31,352,odd,1.5555555555555556
1,20,s2c,simple,3,67.37,lex_Vocd,31,352,odd,1.5555555555555556
1,20,s2c,simple,3,1.84,lex_WRDFRQmc,31,352,odd,1.5555555555555556
1,20,s2c,complex,4,16.25,com_MLTU,38,341,even,3.3333333333333335
1,20,s2c,complex,4,0.64,com_DC/T,38,341,even,3.3333333333333335
1,20,s2c,complex,4,1.88,com_CN/T,38,341,even,3.3333333333333335
1,20,s2c,complex,4,1.0652,com_CN/C,38,341,even,3.3333333333333335
1,20,s2c,complex,4,0.57,ac_EFC/C,38,341,even,3.3333333333333335
1,20,s2c,complex,4,65.31,lex_Vocd,38,341,even,3.3333333333333335
1,20,s2c,complex,4,1.81,lex_WRDFRQmc,38,341,even,3.3333333333333335
1,21,s2c,simple,1,16.73,com_MLTU,31,428,odd,2.111111111111111
1,21,s2c,simple,1,0.88,com_DC/T,31,428,odd,2.111111111111111
1,21,s2c,simple,1,1.62,com_CN/T,31,428,odd,2.111111111111111
1,21,s2c,simple,1,0.8632,com_CN/C,31,428,odd,2.111111111111111
1,21,s2c,simple,1,0.57,ac_EFC/C,31,428,odd,2.111111111111111
1,21,s2c,simple,1,79.85,lex_Vocd,31,428,odd,2.111111111111111
1,21,s2c,simple,1,1.53,lex_WRDFRQmc,31,428,odd,2.111111111111111
1,21,s2c,complex,2,16.29,com_MLTU,36,464,even,4.888888888888889
1,21,s2c,complex,2,0.68,com_DC/T,36,464,even,4.888888888888889
1,21,s2c,complex,2,1.89,com_CN/T,36,464,even,4.888888888888889
1,21,s2c,complex,2,1.2412,com_CN/C,36,464,even,4.888888888888889
1,21,s2c,complex,2,0.49,ac_EFC/C,36,464,even,4.888888888888889
1,21,s2c,complex,2,72.44,lex_Vocd,36,464,even,4.888888888888889
1,21,s2c,complex,2,1.72,lex_WRDFRQmc,36,464,even,4.888888888888889
1,21,s2c,simple,3,17.92,com_MLTU,29,440,odd,1.3333333333333333
1,21,s2c,simple,3,0.58,com_DC/T,29,440,odd,1.3333333333333333
1,21,s2c,simple,3,1.86,com_CN/T,29,440,odd,1.3333333333333333
1,21,s2c,simple,3,0.9811,com_CN/C,29,440,odd,1.3333333333333333
1,21,s2c,simple,3,0.58,ac_EFC/C,29,440,odd,1.3333333333333333
1,21,s2c,simple,3,75.22,lex_Vocd,29,440,odd,1.3333333333333333
1,21,s2c,simple,3,1.93,lex_WRDFRQmc,29,440,odd,1.3333333333333333
1,21,s2c,complex,4,15.78,com_MLTU,31,390,even,3.666666666666667
1,21,s2c,complex,4,0.77,com_DC/T,31,390,even,3.666666666666667
1,21,s2c,complex,4,1.79,com_CN/T,31,390,even,3.666666666666667
1,21,s2c,complex,4,1.1286,com_CN/C,31,390,even,3.666666666666667
1,21,s2c,complex,4,0.68,ac_EFC/C,31,390,even,3.666666666666667
1,21,s2c,complex,4,72.42,lex_Vocd,31,390,even,3.666666666666667
1,21,s2c,complex,4,1.87,lex_WRDFRQmc,31,390,even,3.666666666666667
1,22,s2c,simple,1,12.56,com_MLTU,35,450,odd,2.6666666666666665
1,22,s2c,simple,1,0.33,com_DC/T,35,450,odd,2.6666666666666665
1,22,s2c,simple,1,1.42,com_CN/T,35,450,odd,2.6666666666666665
1,22,s2c,simple,1,0.6818,com_CN/C,35,450,odd,2.6666666666666665
1,22,s2c,simple,1,0.52,ac_EFC/C,35,450,odd,2.6666666666666665
1,22,s2c,simple,1,57.66,lex_Vocd,35,450,odd,2.6666666666666665
1,22,s2c,simple,1,1.61,lex_WRDFRQmc,35,450,odd,2.6666666666666665
1,22,s2c,complex,2,15.21,com_MLTU,39,384,even,3.2222222222222223
1,22,s2c,complex,2,0.43,com_DC/T,39,384,even,3.2222222222222223
1,22,s2c,complex,2,1.75,com_CN/T,39,384,even,3.2222222222222223
1,22,s2c,complex,2,0.9831,com_CN/C,39,384,even,3.2222222222222223
1,22,s2c,complex,2,0.54,ac_EFC/C,39,384,even,3.2222222222222223
1,22,s2c,complex,2,62.17,lex_Vocd,39,384,even,3.2222222222222223
1,22,s2c,complex,2,1.91,lex_WRDFRQmc,39,384,even,3.2222222222222223
1,22,s2c,simple,3,15.41,com_MLTU,32,470,odd,1.6666666666666667
1,22,s2c,simple,3,0.78,com_DC/T,32,470,odd,1.6666666666666667
1,22,s2c,simple,3,1.84,com_CN/T,32,470,odd,1.6666666666666667
1,22,s2c,simple,3,1.1042,com_CN/C,32,470,odd,1.6666666666666667
1,22,s2c,simple,3,0.59,ac_EFC/C,32,470,odd,1.6666666666666667
1,22,s2c,simple,3,65.19,lex_Vocd,32,470,odd,1.6666666666666667
1,22,s2c,simple,3,1.84,lex_WRDFRQmc,32,470,odd,1.6666666666666667
1,22,s2c,complex,4,16.21,com_MLTU,35,427,even,3.555555555555556
1,22,s2c,complex,4,0.68,com_DC/T,35,427,even,3.555555555555556
1,22,s2c,complex,4,1.85,com_CN/T,35,427,even,3.555555555555556
1,22,s2c,complex,4,1.1071,com_CN/C,35,427,even,3.555555555555556
1,22,s2c,complex,4,0.69,ac_EFC/C,35,427,even,3.555555555555556
1,22,s2c,complex,4,65.45,lex_Vocd,35,427,even,3.555555555555556
1,22,s2c,complex,4,1.79,lex_WRDFRQmc,35,427,even,3.555555555555556
1,23,s2c,simple,1,16.39,com_MLTU,29,325,odd,2.6666666666666665
1,23,s2c,simple,1,0.54,com_DC/T,29,325,odd,2.6666666666666665
1,23,s2c,simple,1,1.89,com_CN/T,29,325,odd,2.6666666666666665
1,23,s2c,simple,1,0.828,com_CN/C,29,325,odd,2.6666666666666665
1,23,s2c,simple,1,0.62,ac_EFC/C,29,325,odd,2.6666666666666665
1,23,s2c,simple,1,70.87,lex_Vocd,29,325,odd,2.6666666666666665
1,23,s2c,simple,1,1.59,lex_WRDFRQmc,29,325,odd,2.6666666666666665
1,23,s2c,complex,2,13.82,com_MLTU,37,317,even,4.333333333333333
1,23,s2c,complex,2,0.73,com_DC/T,37,317,even,4.333333333333333
1,23,s2c,complex,2,1.65,com_CN/T,37,317,even,4.333333333333333
1,23,s2c,complex,2,0.7862,com_CN/C,37,317,even,4.333333333333333
1,23,s2c,complex,2,0.45,ac_EFC/C,37,317,even,4.333333333333333
1,23,s2c,complex,2,60.51,lex_Vocd,37,317,even,4.333333333333333
1,23,s2c,complex,2,1.83,lex_WRDFRQmc,37,317,even,4.333333333333333
1,23,s2c,simple,3,17.93,com_MLTU,25,414,odd,1.7777777777777777
1,23,s2c,simple,3,0.71,com_DC/T,25,414,odd,1.7777777777777777
1,23,s2c,simple,3,1.84,com_CN/T,25,414,odd,1.7777777777777777
1,23,s2c,simple,3,1.3914,com_CN/C,25,414,odd,1.7777777777777777
1,23,s2c,simple,3,0.55,ac_EFC/C,25,414,odd,1.7777777777777777
1,23,s2c,simple,3,65.41,lex_Vocd,25,414,odd,1.7777777777777777
1,23,s2c,simple,3,1.81,lex_WRDFRQmc,25,414,odd,1.7777777777777777
1,23,s2c,complex,4,18.26,com_MLTU,39,350,even,3.5555555555555554
1,23,s2c,complex,4,0.55,com_DC/T,39,350,even,3.5555555555555554
1,23,s2c,complex,4,1.91,com_CN/T,39,350,even,3.5555555555555554
1,23,s2c,complex,4,1.2308,com_CN/C,39,350,even,3.5555555555555554
1,23,s2c,complex,4,0.57,ac_EFC/C,39,350,even,3.5555555555555554
1,23,s2c,complex,4,64.56,lex_Vocd,39,350,even,3.5555555555555554
1,23,s2c,complex,4,1.65,lex_WRDFRQmc,39,350,even,3.5555555555555554
1,24,s2c,simple,1,17.58,com_MLTU,33,427,odd,2.888888888888889
1,24,s2c,simple,1,0.86,com_DC/T,33,427,odd,2.888888888888889
1,24,s2c,simple,1,1.54,com_CN/T,33,427,odd,2.888888888888889
1,24,s2c,simple,1,1.4048,com_CN/C,33,427,odd,2.888888888888889
1,24,s2c,simple,1,0.61,ac_EFC/C,33,427,odd,2.888888888888889
1,24,s2c,simple,1,60.78,lex_Vocd,33,427,odd,2.888888888888889
1,24,s2c,simple,1,1.74,lex_WRDFRQmc,33,427,odd,2.888888888888889
1,24,s2c,complex,2,16.49,com_MLTU,31,394,even,3.555555555555556
1,24,s2c,complex,2,0.61,com_DC/T,31,394,even,3.555555555555556
1,24,s2c,complex,2,1.82,com_CN/T,31,394,even,3.555555555555556
1,24,s2c,complex,2,1.39735,com_CN/C,31,394,even,3.555555555555556
1,24,s2c,complex,2,0.48,ac_EFC/C,31,394,even,3.555555555555556
1,24,s2c,complex,2,62.39,lex_Vocd,31,394,even,3.555555555555556
1,24,s2c,complex,2,1.89,lex_WRDFRQmc,31,394,even,3.555555555555556
1,24,s2c,simple,3,16.25,com_MLTU,34,389,odd,1
1,24,s2c,simple,3,0.89,com_DC/T,34,389,odd,1
1,24,s2c,simple,3,1.89,com_CN/T,34,389,odd,1
1,24,s2c,simple,3,1.4701,com_CN/C,34,389,odd,1
1,24,s2c,simple,3,0.59,ac_EFC/C,34,389,odd,1
1,24,s2c,simple,3,64.76,lex_Vocd,34,389,odd,1
1,24,s2c,simple,3,1.82,lex_WRDFRQmc,34,389,odd,1
1,24,s2c,complex,4,16.53,com_MLTU,40,414,even,3.5555555555555554
1,24,s2c,complex,4,0.74,com_DC/T,40,414,even,3.5555555555555554
1,24,s2c,complex,4,1.86,com_CN/T,40,414,even,3.5555555555555554
1,24,s2c,complex,4,1.1381,com_CN/C,40,414,even,3.5555555555555554
1,24,s2c,complex,4,0.59,ac_EFC/C,40,414,even,3.5555555555555554
1,24,s2c,complex,4,67.74,lex_Vocd,40,414,even,3.5555555555555554
1,24,s2c,complex,4,1.89,lex_WRDFRQmc,40,414,even,3.5555555555555554
1,25,s2c,simple,1,18.12,com_MLTU,27,399,odd,1.5555555555555556
1,25,s2c,simple,1,0.95,com_DC/T,27,399,odd,1.5555555555555556
1,25,s2c,simple,1,1.8478,com_CN/T,27,399,odd,1.5555555555555556
1,25,s2c,simple,1,1.4667,com_CN/C,27,399,odd,1.5555555555555556
1,25,s2c,simple,1,0.45,ac_EFC/C,27,399,odd,1.5555555555555556
1,25,s2c,simple,1,61.57,lex_Vocd,27,399,odd,1.5555555555555556
1,25,s2c,simple,1,1.65,lex_WRDFRQmc,27,399,odd,1.5555555555555556
1,25,s2c,complex,2,14.54,com_MLTU,34,352,even,4.333333333333333
1,25,s2c,complex,2,0.53,com_DC/T,34,352,even,4.333333333333333
1,25,s2c,complex,2,1.71,com_CN/T,34,352,even,4.333333333333333
1,25,s2c,complex,2,0.7392,com_CN/C,34,352,even,4.333333333333333
1,25,s2c,complex,2,0.53,ac_EFC/C,34,352,even,4.333333333333333
1,25,s2c,complex,2,59.88,lex_Vocd,34,352,even,4.333333333333333
1,25,s2c,complex,2,1.78,lex_WRDFRQmc,34,352,even,4.333333333333333
1,25,s2c,simple,3,18.06,com_MLTU,26,431,odd,1.1111111111111112
1,25,s2c,simple,3,0.75,com_DC/T,26,431,odd,1.1111111111111112
1,25,s2c,simple,3,1.79,com_CN/T,26,431,odd,1.1111111111111112
1,25,s2c,simple,3,1.0819,com_CN/C,26,431,odd,1.1111111111111112
1,25,s2c,simple,3,0.61,ac_EFC/C,26,431,odd,1.1111111111111112
1,25,s2c,simple,3,67.91,lex_Vocd,26,431,odd,1.1111111111111112
1,25,s2c,simple,3,1.75,lex_WRDFRQmc,26,431,odd,1.1111111111111112
1,25,s2c,complex,4,15.82,com_MLTU,33,438,even,3.888888888888889
1,25,s2c,complex,4,0.57,com_DC/T,33,438,even,3.888888888888889
1,25,s2c,complex,4,1.97,com_CN/T,33,438,even,3.888888888888889
1,25,s2c,complex,4,1.0236,com_CN/C,33,438,even,3.888888888888889
1,25,s2c,complex,4,0.68,ac_EFC/C,33,438,even,3.888888888888889
