class,id,order,task_dif,time,score,cal,time_on_task,length_writing,time.,task_motive
1,25,s2c,complex,4,63.02,lex_Vocd,33,438,even,3.888888888888889
1,25,s2c,complex,4,1.86,lex_WRDFRQmc,33,438,even,3.888888888888889
1,26,s2c,simple,1,16.94,com_MLTU,28,302,odd,2.111111111111111
1,26,s2c,simple,1,0.9,com_DC/T,28,302,odd,2.111111111111111
1,26,s2c,simple,1,1.96,com_CN/T,28,302,odd,2.111111111111111
1,26,s2c,simple,1,1.1667,com_CN/C,28,302,odd,2.111111111111111
1,26,s2c,simple,1,0.62,ac_EFC/C,28,302,odd,2.111111111111111
1,26,s2c,simple,1,64.18,lex_Vocd,28,302,odd,2.111111111111111
1,26,s2c,simple,1,1.52,lex_WRDFRQmc,28,302,odd,2.111111111111111
1,26,s2c,complex,2,15.18,com_MLTU,36,311,even,4.222222222222222
1,26,s2c,complex,2,0.79,com_DC/T,36,311,even,4.222222222222222
1,26,s2c,complex,2,1.88,com_CN/T,36,311,even,4.222222222222222
1,26,s2c,complex,2,1.2482,com_CN/C,36,311,even,4.222222222222222
1,26,s2c,complex,2,0.59,ac_EFC/C,36,311,even,4.222222222222222
1,26,s2c,complex,2,76.81,lex_Vocd,36,311,even,4.222222222222222
1,26,s2c,complex,2,1.66,lex_WRDFRQmc,36,311,even,4.222222222222222
1,26,s2c,simple,3,16.91,com_MLTU,24,327,odd,1.8888888888888888
1,26,s2c,simple,3,0.71,com_DC/T,24,327,odd,1.8888888888888888
1,26,s2c,simple,3,1.86,com_CN/T,24,327,odd,1.8888888888888888
1,26,s2c,simple,3,0.7984,com_CN/C,24,327,odd,1.8888888888888888
1,26,s2c,simple,3,0.63,ac_EFC/C,24,327,odd,1.8888888888888888
1,26,s2c,simple,3,82.64,lex_Vocd,24,327,odd,1.8888888888888888
1,26,s2c,simple,3,1.69,lex_WRDFRQmc,24,327,odd,1.8888888888888888
1,26,s2c,complex,4,17.97,com_MLTU,29,331,even,3.6666666666666665
1,26,s2c,complex,4,0.63,com_DC/T,29,331,even,3.6666666666666665
1,26,s2c,complex,4,1.95,com_CN/T,29,331,even,3.6666666666666665
1,26,s2c,complex,4,1.0592,com_CN/C,29,331,even,3.6666666666666665
1,26,s2c,complex,4,0.59,ac_EFC/C,29,331,even,3.6666666666666665
1,26,s2c,complex,4,65.58,lex_Vocd,29,331,even,3.6666666666666665
1,26,s2c,complex,4,1.73,lex_WRDFRQmc,29,331,even,3.6666666666666665
1,27,s2c,simple,1,15.51,com_MLTU,31,300,odd,1.8888888888888888
1,27,s2c,simple,1,0.81,com_DC/T,31,300,odd,1.8888888888888888
1,27,s2c,simple,1,1.82,com_CN/T,31,300,odd,1.8888888888888888
1,27,s2c,simple,1,1.4312,com_CN/C,31,300,odd,1.8888888888888888
1,27,s2c,simple,1,0.68,ac_EFC/C,31,300,odd,1.8888888888888888
1,27,s2c,simple,1,75.88,lex_Vocd,31,300,odd,1.8888888888888888
1,27,s2c,simple,1,1.82,lex_WRDFRQmc,31,300,odd,1.8888888888888888
1,27,s2c,complex,2,17.49,com_MLTU,38,378,even,4.444444444444445
1,27,s2c,complex,2,0.68,com_DC/T,38,378,even,4.444444444444445
1,27,s2c,complex,2,1.79,com_CN/T,38,378,even,4.444444444444445
1,27,s2c,complex,2,0.92490000000000006,com_CN/C,38,378,even,4.444444444444445
1,27,s2c,complex,2,0.57,ac_EFC/C,38,378,even,4.444444444444445
1,27,s2c,complex,2,74.91,lex_Vocd,38,378,even,4.444444444444445
1,27,s2c,complex,2,1.61,lex_WRDFRQmc,38,378,even,4.444444444444445
1,27,s2c,simple,3,15.95,com_MLTU,28,350,odd,1.6666666666666667
1,27,s2c,simple,3,0.72,com_DC/T,28,350,odd,1.6666666666666667
1,27,s2c,simple,3,1.84,com_CN/T,28,350,odd,1.6666666666666667
1,27,s2c,simple,3,1.1247,com_CN/C,28,350,odd,1.6666666666666667
1,27,s2c,simple,3,0.66,ac_EFC/C,28,350,odd,1.6666666666666667
1,27,s2c,simple,3,77.88,lex_Vocd,28,350,odd,1.6666666666666667
1,27,s2c,simple,3,1.54,lex_WRDFRQmc,28,350,odd,1.6666666666666667
1,27,s2c,complex,4,16.29,com_MLTU,34,326,even,3.3333333333333335
1,27,s2c,complex,4,0.77,com_DC/T,34,326,even,3.3333333333333335
1,27,s2c,complex,4,1.78,com_CN/T,34,326,even,3.3333333333333335
1,27,s2c,complex,4,0.9512,com_CN/C,34,326,even,3.3333333333333335
1,27,s2c,complex,4,0.59,ac_EFC/C,34,326,even,3.3333333333333335
1,27,s2c,complex,4,60.92,lex_Vocd,34,326,even,3.3333333333333335
1,27,s2c,complex,4,1.59,lex_WRDFRQmc,34,326,even,3.3333333333333335
1,28,s2c,simple,1,14.76,com_MLTU,32,361,odd,1.4444444444444444
1,28,s2c,simple,1,0.85,com_DC/T,32,361,odd,1.4444444444444444
1,28,s2c,simple,1,1.77,com_CN/T,32,361,odd,1.4444444444444444
1,28,s2c,simple,1,1.125,com_CN/C,32,361,odd,1.4444444444444444
1,28,s2c,simple,1,0.75,ac_EFC/C,32,361,odd,1.4444444444444444
1,28,s2c,simple,1,66.79,lex_Vocd,32,361,odd,1.4444444444444444
1,28,s2c,simple,1,1.47,lex_WRDFRQmc,32,361,odd,1.4444444444444444
1,28,s2c,complex,2,15.51,com_MLTU,31,356,even,4.777777777777778
1,28,s2c,complex,2,0.76,com_DC/T,31,356,even,4.777777777777778
1,28,s2c,complex,2,1.73,com_CN/T,31,356,even,4.777777777777778
1,28,s2c,complex,2,0.8391,com_CN/C,31,356,even,4.777777777777778
1,28,s2c,complex,2,0.66,ac_EFC/C,31,356,even,4.777777777777778
1,28,s2c,complex,2,69.23,lex_Vocd,31,356,even,4.777777777777778
1,28,s2c,complex,2,1.62,lex_WRDFRQmc,31,356,even,4.777777777777778
1,28,s2c,simple,3,16.96,com_MLTU,26,370,odd,1.3333333333333333
1,28,s2c,simple,3,0.52,com_DC/T,26,370,odd,1.3333333333333333
1,28,s2c,simple,3,1.93,com_CN/T,26,370,odd,1.3333333333333333
1,28,s2c,simple,3,0.9835,com_CN/C,26,370,odd,1.3333333333333333
1,28,s2c,simple,3,0.57,ac_EFC/C,26,370,odd,1.3333333333333333
1,28,s2c,simple,3,75.65,lex_Vocd,26,370,odd,1.3333333333333333
1,28,s2c,simple,3,1.69,lex_WRDFRQmc,26,370,odd,1.3333333333333333
1,28,s2c,complex,4,18.06,com_MLTU,35,380,even,3.7777777777777777
1,28,s2c,complex,4,0.81,com_DC/T,35,380,even,3.7777777777777777
1,28,s2c,complex,4,1.89,com_CN/T,35,380,even,3.7777777777777777
1,28,s2c,complex,4,0.9027,com_CN/C,35,380,even,3.7777777777777777
1,28,s2c,complex,4,0.67,ac_EFC/C,35,380,even,3.7777777777777777
1,28,s2c,complex,4,72.97,lex_Vocd,35,380,even,3.7777777777777777
1,28,s2c,complex,4,1.92,lex_WRDFRQmc,35,380,even,3.7777777777777777
1,29,s2c,simple,1,16.39,com_MLTU,29,392,odd,2.7777777777777777
1,29,s2c,simple,1,0.82,com_DC/T,29,392,odd,2.7777777777777777
1,29,s2c,simple,1,1.79,com_CN/T,29,392,odd,2.7777777777777777
1,29,s2c,simple,1,1.48,com_CN/C,29,392,odd,2.7777777777777777
1,29,s2c,simple,1,0.64,ac_EFC/C,29,392,odd,2.7777777777777777
1,29,s2c,simple,1,69.12,lex_Vocd,29,392,odd,2.7777777777777777
1,29,s2c,simple,1,1.52,lex_WRDFRQmc,29,392,odd,2.7777777777777777
1,29,s2c,complex,2,16.73,com_MLTU,33,329,even,4.333333333333333
1,29,s2c,complex,2,0.73,com_DC/T,33,329,even,4.333333333333333
1,29,s2c,complex,2,1.82,com_CN/T,33,329,even,4.333333333333333
1,29,s2c,complex,2,1.2766,com_CN/C,33,329,even,4.333333333333333
1,29,s2c,complex,2,0.63,ac_EFC/C,33,329,even,4.333333333333333
1,29,s2c,complex,2,72.58,lex_Vocd,33,329,even,4.333333333333333
1,29,s2c,complex,2,1.61,lex_WRDFRQmc,33,329,even,4.333333333333333
1,29,s2c,simple,3,17.37,com_MLTU,31,400,odd,1.4444444444444444
1,29,s2c,simple,3,0.57,com_DC/T,31,400,odd,1.4444444444444444
1,29,s2c,simple,3,1.91,com_CN/T,31,400,odd,1.4444444444444444
1,29,s2c,simple,3,0.8362,com_CN/C,31,400,odd,1.4444444444444444
1,29,s2c,simple,3,0.62,ac_EFC/C,31,400,odd,1.4444444444444444
1,29,s2c,simple,3,58.41,lex_Vocd,31,400,odd,1.4444444444444444
1,29,s2c,simple,3,1.62,lex_WRDFRQmc,31,400,odd,1.4444444444444444
1,29,s2c,complex,4,18.25,com_MLTU,30,387,even,4
1,29,s2c,complex,4,0.79,com_DC/T,30,387,even,4
1,29,s2c,complex,4,1.98,com_CN/T,30,387,even,4
1,29,s2c,complex,4,1.1427,com_CN/C,30,387,even,4
1,29,s2c,complex,4,0.79,ac_EFC/C,30,387,even,4
1,29,s2c,complex,4,80.3,lex_Vocd,30,387,even,4
1,29,s2c,complex,4,1.69,lex_WRDFRQmc,30,387,even,4
1,30,s2c,simple,1,19.34,com_MLTU,32,384,odd,2.6666666666666665
1,30,s2c,simple,1,0.47,com_DC/T,32,384,odd,2.6666666666666665
1,30,s2c,simple,1,1.59,com_CN/T,32,384,odd,2.6666666666666665
1,30,s2c,simple,1,0.6105,com_CN/C,32,384,odd,2.6666666666666665
1,30,s2c,simple,1,0.57,ac_EFC/C,32,384,odd,2.6666666666666665
1,30,s2c,simple,1,72.54,lex_Vocd,32,384,odd,2.6666666666666665
1,30,s2c,simple,1,1.95,lex_WRDFRQmc,32,384,odd,2.6666666666666665
1,30,s2c,complex,2,14.44,com_MLTU,35,372,even,4
1,30,s2c,complex,2,0.86,com_DC/T,35,372,even,4
1,30,s2c,complex,2,1.74,com_CN/T,35,372,even,4
1,30,s2c,complex,2,1.2147,com_CN/C,35,372,even,4
1,30,s2c,complex,2,0.59,ac_EFC/C,35,372,even,4
1,30,s2c,complex,2,69.12,lex_Vocd,35,372,even,4
1,30,s2c,complex,2,1.67,lex_WRDFRQmc,35,372,even,4
1,30,s2c,simple,3,14.92,com_MLTU,24,385,odd,1
1,30,s2c,simple,3,0.77,com_DC/T,24,385,odd,1
1,30,s2c,simple,3,1.68,com_CN/T,24,385,odd,1
1,30,s2c,simple,3,0.8241,com_CN/C,24,385,odd,1
1,30,s2c,simple,3,0.55,ac_EFC/C,24,385,odd,1
1,30,s2c,simple,3,69.92,lex_Vocd,24,385,odd,1
1,30,s2c,simple,3,1.77,lex_WRDFRQmc,24,385,odd,1
1,30,s2c,complex,4,16.02,com_MLTU,33,361,even,3.4444444444444446
1,30,s2c,complex,4,0.66,com_DC/T,33,361,even,3.4444444444444446
1,30,s2c,complex,4,1.95,com_CN/T,33,361,even,3.4444444444444446
1,30,s2c,complex,4,1.2971,com_CN/C,33,361,even,3.4444444444444446
1,30,s2c,complex,4,0.72,ac_EFC/C,33,361,even,3.4444444444444446
1,30,s2c,complex,4,69.54,lex_Vocd,33,361,even,3.4444444444444446
1,30,s2c,complex,4,1.72,lex_WRDFRQmc,33,361,even,3.4444444444444446
1,31,s2c,simple,1,18.45,com_MLTU,34,365,odd,2
1,31,s2c,simple,1,0.59,com_DC/T,34,365,odd,2
1,31,s2c,simple,1,1.59,com_CN/T,34,365,odd,2
1,31,s2c,simple,1,0.8833,com_CN/C,34,365,odd,2
1,31,s2c,simple,1,0.62,ac_EFC/C,34,365,odd,2
1,31,s2c,simple,1,81.96,lex_Vocd,34,365,odd,2
1,31,s2c,simple,1,1.71,lex_WRDFRQmc,34,365,odd,2
1,31,s2c,complex,2,17.28,com_MLTU,31,330,even,4.444444444444445
1,31,s2c,complex,2,0.52,com_DC/T,31,330,even,4.444444444444445
1,31,s2c,complex,2,1.87,com_CN/T,31,330,even,4.444444444444445
1,31,s2c,complex,2,1.1382,com_CN/C,31,330,even,4.444444444444445
1,31,s2c,complex,2,0.62,ac_EFC/C,31,330,even,4.444444444444445
1,31,s2c,complex,2,81.04,lex_Vocd,31,330,even,4.444444444444445
1,31,s2c,complex,2,1.78,lex_WRDFRQmc,31,330,even,4.444444444444445
1,31,s2c,simple,3,15.83,com_MLTU,25,404,odd,1.3333333333333333
1,31,s2c,simple,3,0.78,com_DC/T,25,404,odd,1.3333333333333333
1,31,s2c,simple,3,1.86,com_CN/T,25,404,odd,1.3333333333333333
1,31,s2c,simple,3,1.0811,com_CN/C,25,404,odd,1.3333333333333333
1,31,s2c,simple,3,0.68,ac_EFC/C,25,404,odd,1.3333333333333333
1,31,s2c,simple,3,71.13,lex_Vocd,25,404,odd,1.3333333333333333
1,31,s2c,simple,3,1.65,lex_WRDFRQmc,25,404,odd,1.3333333333333333
1,31,s2c,complex,4,18.78,com_MLTU,38,385,even,3.111111111111111
1,31,s2c,complex,4,0.72,com_DC/T,38,385,even,3.111111111111111
1,31,s2c,complex,4,1.83,com_CN/T,38,385,even,3.111111111111111
1,31,s2c,complex,4,1.1592,com_CN/C,38,385,even,3.111111111111111
1,31,s2c,complex,4,0.55,ac_EFC/C,38,385,even,3.111111111111111
1,31,s2c,complex,4,70.41,lex_Vocd,38,385,even,3.111111111111111
1,31,s2c,complex,4,1.94,lex_WRDFRQmc,38,385,even,3.111111111111111
1,32,s2c,simple,1,16.92,com_MLTU,27,332,odd,1.4444444444444444
1,32,s2c,simple,1,0.58,com_DC/T,27,332,odd,1.4444444444444444
1,32,s2c,simple,1,1.83,com_CN/T,27,332,odd,1.4444444444444444
1,32,s2c,simple,1,0.9258,com_CN/C,27,332,odd,1.4444444444444444
1,32,s2c,simple,1,0.57,ac_EFC/C,27,332,odd,1.4444444444444444
1,32,s2c,simple,1,79.79,lex_Vocd,27,332,odd,1.4444444444444444
1,32,s2c,simple,1,1.99,lex_WRDFRQmc,27,332,odd,1.4444444444444444
1,32,s2c,complex,2,15.25,com_MLTU,34,358,even,4.333333333333333
1,32,s2c,complex,2,0.67,com_DC/T,34,358,even,4.333333333333333
1,32,s2c,complex,2,1.64,com_CN/T,34,358,even,4.333333333333333
1,32,s2c,complex,2,0.8217,com_CN/C,34,358,even,4.333333333333333
1,32,s2c,complex,2,0.63,ac_EFC/C,34,358,even,4.333333333333333
1,32,s2c,complex,2,61.13,lex_Vocd,34,358,even,4.333333333333333
1,32,s2c,complex,2,1.62,lex_WRDFRQmc,34,358,even,4.333333333333333
1,32,s2c,simple,3,16.86,com_MLTU,23,340,odd,1.4444444444444444
1,32,s2c,simple,3,0.89,com_DC/T,23,340,odd,1.4444444444444444
1,32,s2c,simple,3,1.92,com_CN/T,23,340,odd,1.4444444444444444
1,32,s2c,simple,3,1.3109,com_CN/C,23,340,odd,1.4444444444444444
1,32,s2c,simple,3,0.66,ac_EFC/C,23,340,odd,1.4444444444444444
1,32,s2c,simple,3,67.52,lex_Vocd,23,340,odd,1.4444444444444444
1,32,s2c,simple,3,1.64,lex_WRDFRQmc,23,340,odd,1.4444444444444444
1,32,s2c,complex,4,17.22,com_MLTU,32,391,even,4.111111111111111
1,32,s2c,complex,4,0.65,com_DC/T,32,391,even,4.111111111111111
1,32,s2c,complex,4,1.87,com_CN/T,32,391,even,4.111111111111111
1,32,s2c,complex,4,1.2028,com_CN/C,32,391,even,4.111111111111111
1,32,s2c,complex,4,0.59,ac_EFC/C,32,391,even,4.111111111111111
1,32,s2c,complex,4,70.36,lex_Vocd,32,391,even,4.111111111111111
1,32,s2c,complex,4,1.91,lex_WRDFRQmc,32,391,even,4.111111111111111
1,33,s2c,simple,1,17.03,com_MLTU,39,394,odd,1.7777777777777777
1,33,s2c,simple,1,0.84,com_DC/T,39,394,odd,1.7777777777777777
1,33,s2c,simple,1,1.83,com_CN/T,39,394,odd,1.7777777777777777
1,33,s2c,simple,1,1.2727,com_CN/C,39,394,odd,1.7777777777777777
1,33,s2c,simple,1,0.65,ac_EFC/C,39,394,odd,1.7777777777777777
1,33,s2c,simple,1,47.48,lex_Vocd,39,394,odd,1.7777777777777777
1,33,s2c,simple,1,1.72,lex_WRDFRQmc,39,394,odd,1.7777777777777777
1,33,s2c,complex,2,14.63,com_MLTU,43,383,even,4.222222222222222
1,33,s2c,complex,2,0.71,com_DC/T,43,383,even,4.222222222222222
1,33,s2c,complex,2,1.99,com_CN/T,43,383,even,4.222222222222222
1,33,s2c,complex,2,0.9914,com_CN/C,43,383,even,4.222222222222222
1,33,s2c,complex,2,0.52,ac_EFC/C,43,383,even,4.222222222222222
1,33,s2c,complex,2,71.42,lex_Vocd,43,383,even,4.222222222222222
1,33,s2c,complex,2,1.68,lex_WRDFRQmc,43,383,even,4.222222222222222
1,33,s2c,simple,3,15.43,com_MLTU,28,407,odd,1.1111111111111112
1,33,s2c,simple,3,0.54,com_DC/T,28,407,odd,1.1111111111111112
1,33,s2c,simple,3,1.89,com_CN/T,28,407,odd,1.1111111111111112
1,33,s2c,simple,3,1.3206,com_CN/C,28,407,odd,1.1111111111111112
1,33,s2c,simple,3,0.6,ac_EFC/C,28,407,odd,1.1111111111111112
1,33,s2c,simple,3,68.17,lex_Vocd,28,407,odd,1.1111111111111112
1,33,s2c,simple,3,1.62,lex_WRDFRQmc,28,407,odd,1.1111111111111112
1,33,s2c,complex,4,16.93,com_MLTU,36,401,even,3.5555555555555554
1,33,s2c,complex,4,0.69,com_DC/T,36,401,even,3.5555555555555554
1,33,s2c,complex,4,1.73,com_CN/T,36,401,even,3.5555555555555554
1,33,s2c,complex,4,1.2961,com_CN/C,36,401,even,3.5555555555555554
1,33,s2c,complex,4,0.78,ac_EFC/C,36,401,even,3.5555555555555554
1,33,s2c,complex,4,75.27,lex_Vocd,36,401,even,3.5555555555555554
1,33,s2c,complex,4,1.72,lex_WRDFRQmc,36,401,even,3.5555555555555554
1,34,s2c,simple,1,18.31,com_MLTU,32,381,odd,1.8888888888888888
1,34,s2c,simple,1,0.55,com_DC/T,32,381,odd,1.8888888888888888
1,34,s2c,simple,1,1.72,com_CN/T,32,381,odd,1.8888888888888888
1,34,s2c,simple,1,1.6961,com_CN/C,32,381,odd,1.8888888888888888
1,34,s2c,simple,1,0.43,ac_EFC/C,32,381,odd,1.8888888888888888
1,34,s2c,simple,1,55.75,lex_Vocd,32,381,odd,1.8888888888888888
1,34,s2c,simple,1,1.97,lex_WRDFRQmc,32,381,odd,1.8888888888888888
1,34,s2c,complex,2,13.34,com_MLTU,36,347,even,4.666666666666667
1,34,s2c,complex,2,0.71,com_DC/T,36,347,even,4.666666666666667
1,34,s2c,complex,2,1.88,com_CN/T,36,347,even,4.666666666666667
1,34,s2c,complex,2,0.8854,com_CN/C,36,347,even,4.666666666666667
1,34,s2c,complex,2,0.48,ac_EFC/C,36,347,even,4.666666666666667
1,34,s2c,complex,2,65.29,lex_Vocd,36,347,even,4.666666666666667
1,34,s2c,complex,2,1.71,lex_WRDFRQmc,36,347,even,4.666666666666667
1,34,s2c,simple,3,17.91,com_MLTU,30,390,odd,1.6666666666666667
1,34,s2c,simple,3,0.64,com_DC/T,30,390,odd,1.6666666666666667
1,34,s2c,simple,3,1.96,com_CN/T,30,390,odd,1.6666666666666667
1,34,s2c,simple,3,1.2574,com_CN/C,30,390,odd,1.6666666666666667
1,34,s2c,simple,3,0.62,ac_EFC/C,30,390,odd,1.6666666666666667
1,34,s2c,simple,3,76.91,lex_Vocd,30,390,odd,1.6666666666666667
1,34,s2c,simple,3,1.69,lex_WRDFRQmc,30,390,odd,1.6666666666666667
1,34,s2c,complex,4,13.67,com_MLTU,37,350,even,3.2222222222222223
1,34,s2c,complex,4,0.66,com_DC/T,37,350,even,3.2222222222222223
1,34,s2c,complex,4,1.79,com_CN/T,37,350,even,3.2222222222222223
1,34,s2c,complex,4,1.1789,com_CN/C,37,350,even,3.2222222222222223
1,34,s2c,complex,4,0.62,ac_EFC/C,37,350,even,3.2222222222222223
1,34,s2c,complex,4,72.45,lex_Vocd,37,350,even,3.2222222222222223
1,34,s2c,complex,4,1.63,lex_WRDFRQmc,37,350,even,3.2222222222222223
2,35,s2c,simple,1,19.69,com_MLTU,25,413,odd,2.888888888888889
2,35,s2c,simple,1,0.54,com_DC/T,25,413,odd,2.888888888888889
2,35,s2c,simple,1,1.94,com_CN/T,25,413,odd,2.888888888888889
2,35,s2c,simple,1,0.72,com_CN/C,25,413,odd,2.888888888888889
2,35,s2c,simple,1,0.64,ac_EFC/C,25,413,odd,2.888888888888889
2,35,s2c,simple,1,69.09,lex_Vocd,25,413,odd,2.888888888888889
2,35,s2c,simple,1,1.89,lex_WRDFRQmc,25,413,odd,2.888888888888889
2,35,s2c,complex,2,13.93,com_MLTU,36,429,even,4
2,35,s2c,complex,2,0.63,com_DC/T,36,429,even,4
2,35,s2c,complex,2,1.92,com_CN/T,36,429,even,4
2,35,s2c,complex,2,0.9577,com_CN/C,36,429,even,4
2,35,s2c,complex,2,0.57,ac_EFC/C,36,429,even,4
2,35,s2c,complex,2,71.24,lex_Vocd,36,429,even,4
2,35,s2c,complex,2,1.76,lex_WRDFRQmc,36,429,even,4
2,35,s2c,simple,3,16.11,com_MLTU,29,456,odd,1.6666666666666667
2,35,s2c,simple,3,0.73,com_DC/T,29,456,odd,1.6666666666666667
2,35,s2c,simple,3,1.89,com_CN/T,29,456,odd,1.6666666666666667
2,35,s2c,simple,3,1.3218,com_CN/C,29,456,odd,1.6666666666666667
2,35,s2c,simple,3,0.56,ac_EFC/C,29,456,odd,1.6666666666666667
2,35,s2c,simple,3,73.48,lex_Vocd,29,456,odd,1.6666666666666667
2,35,s2c,simple,3,1.57,lex_WRDFRQmc,29,456,odd,1.6666666666666667
2,35,s2c,complex,4,15.29,com_MLTU,33,352,even,3.888888888888889
2,35,s2c,complex,4,0.73,com_DC/T,33,352,even,3.888888888888889
2,35,s2c,complex,4,1.92,com_CN/T,33,352,even,3.888888888888889
2,35,s2c,complex,4,0.9341,com_CN/C,33,352,even,3.888888888888889
2,35,s2c,complex,4,0.69,ac_EFC/C,33,352,even,3.888888888888889
2,35,s2c,complex,4,80.24,lex_Vocd,33,352,even,3.888888888888889
2,35,s2c,complex,4,1.82,lex_WRDFRQmc,33,352,even,3.888888888888889
2,36,s2c,simple,1,15.27,com_MLTU,27,365,odd,1.8888888888888888
2,36,s2c,simple,1,0.93,com_DC/T,27,365,odd,1.8888888888888888
2,36,s2c,simple,1,2.88,com_CN/T,27,365,odd,1.8888888888888888
2,36,s2c,simple,1,1.4857,com_CN/C,27,365,odd,1.8888888888888888
2,36,s2c,simple,1,0.58,ac_EFC/C,27,365,odd,1.8888888888888888
2,36,s2c,simple,1,59.3,lex_Vocd,27,365,odd,1.8888888888888888
2,36,s2c,simple,1,1.87,lex_WRDFRQmc,27,365,odd,1.8888888888888888
2,36,s2c,complex,2,14.21,com_MLTU,31,350,even,4.555555555555555
2,36,s2c,complex,2,0.58,com_DC/T,31,350,even,4.555555555555555
2,36,s2c,complex,2,1.86,com_CN/T,31,350,even,4.555555555555555
2,36,s2c,complex,2,1.2836,com_CN/C,31,350,even,4.555555555555555
2,36,s2c,complex,2,0.54,ac_EFC/C,31,350,even,4.555555555555555
2,36,s2c,complex,2,55.29,lex_Vocd,31,350,even,4.555555555555555
2,36,s2c,complex,2,1.63,lex_WRDFRQmc,31,350,even,4.555555555555555
2,36,s2c,simple,3,16.93,com_MLTU,25,403,odd,1.4444444444444444
2,36,s2c,simple,3,0.81,com_DC/T,25,403,odd,1.4444444444444444
2,36,s2c,simple,3,1.82,com_CN/T,25,403,odd,1.4444444444444444
2,36,s2c,simple,3,1.2553,com_CN/C,25,403,odd,1.4444444444444444
2,36,s2c,simple,3,0.55,ac_EFC/C,25,403,odd,1.4444444444444444
2,36,s2c,simple,3,67.29,lex_Vocd,25,403,odd,1.4444444444444444
2,36,s2c,simple,3,1.72,lex_WRDFRQmc,25,403,odd,1.4444444444444444
2,36,s2c,complex,4,17.23,com_MLTU,38,380,even,3.6666666666666665
2,36,s2c,complex,4,0.59,com_DC/T,38,380,even,3.6666666666666665
2,36,s2c,complex,4,1.87,com_CN/T,38,380,even,3.6666666666666665
2,36,s2c,complex,4,1.1926,com_CN/C,38,380,even,3.6666666666666665
2,36,s2c,complex,4,0.74,ac_EFC/C,38,380,even,3.6666666666666665
2,36,s2c,complex,4,60.67,lex_Vocd,38,380,even,3.6666666666666665
2,36,s2c,complex,4,1.81,lex_WRDFRQmc,38,380,even,3.6666666666666665
2,37,s2c,simple,1,15.82,com_MLTU,35,346,odd,2.7777777777777777
2,37,s2c,simple,1,0.51,com_DC/T,35,346,odd,2.7777777777777777
2,37,s2c,simple,1,1.92,com_CN/T,35,346,odd,2.7777777777777777
2,37,s2c,simple,1,1.7447,com_CN/C,35,346,odd,2.7777777777777777
2,37,s2c,simple,1,0.59,ac_EFC/C,35,346,odd,2.7777777777777777
2,37,s2c,simple,1,63.39,lex_Vocd,35,346,odd,2.7777777777777777
2,37,s2c,simple,1,1.59,lex_WRDFRQmc,35,346,odd,2.7777777777777777
2,37,s2c,complex,2,15.08,com_MLTU,38,318,even,4.111111111111111
2,37,s2c,complex,2,0.64,com_DC/T,38,318,even,4.111111111111111
2,37,s2c,complex,2,1.82,com_CN/T,38,318,even,4.111111111111111
2,37,s2c,complex,2,1.2218,com_CN/C,38,318,even,4.111111111111111
2,37,s2c,complex,2,0.58,ac_EFC/C,38,318,even,4.111111111111111
2,37,s2c,complex,2,67.37,lex_Vocd,38,318,even,4.111111111111111
2,37,s2c,complex,2,1.83,lex_WRDFRQmc,38,318,even,4.111111111111111
2,37,s2c,simple,3,15.85,com_MLTU,31,367,odd,1.5555555555555556
2,37,s2c,simple,3,0.67,com_DC/T,31,367,odd,1.5555555555555556
2,37,s2c,simple,3,1.89,com_CN/T,31,367,odd,1.5555555555555556
2,37,s2c,simple,3,1.1145,com_CN/C,31,367,odd,1.5555555555555556
2,37,s2c,simple,3,0.57,ac_EFC/C,31,367,odd,1.5555555555555556
2,37,s2c,simple,3,74.34,lex_Vocd,31,367,odd,1.5555555555555556
2,37,s2c,simple,3,1.74,lex_WRDFRQmc,31,367,odd,1.5555555555555556
2,37,s2c,complex,4,17.59,com_MLTU,34,389,even,3.5555555555555554
2,37,s2c,complex,4,0.75,com_DC/T,34,389,even,3.5555555555555554
2,37,s2c,complex,4,1.95,com_CN/T,34,389,even,3.5555555555555554
2,37,s2c,complex,4,1.1124,com_CN/C,34,389,even,3.5555555555555554
2,37,s2c,complex,4,0.57,ac_EFC/C,34,389,even,3.5555555555555554
2,37,s2c,complex,4,82.45,lex_Vocd,34,389,even,3.5555555555555554
2,37,s2c,complex,4,1.85,lex_WRDFRQmc,34,389,even,3.5555555555555554
2,38,s2c,simple,1,13.91,com_MLTU,29,436,odd,3.111111111111111
2,38,s2c,simple,1,0.54,com_DC/T,29,436,odd,3.111111111111111
2,38,s2c,simple,1,2.56,com_CN/T,29,436,odd,3.111111111111111
2,38,s2c,simple,1,0.8267,com_CN/C,29,436,odd,3.111111111111111
2,38,s2c,simple,1,0.45,ac_EFC/C,29,436,odd,3.111111111111111
2,38,s2c,simple,1,73.78,lex_Vocd,29,436,odd,3.111111111111111
2,38,s2c,simple,1,1.66,lex_WRDFRQmc,29,436,odd,3.111111111111111
2,38,s2c,complex,2,13.49,com_MLTU,34,403,even,4
2,38,s2c,complex,2,0.66,com_DC/T,34,403,even,4
2,38,s2c,complex,2,1.87,com_CN/T,34,403,even,4
2,38,s2c,complex,2,1.5242,com_CN/C,34,403,even,4
2,38,s2c,complex,2,0.48,ac_EFC/C,34,403,even,4
2,38,s2c,complex,2,59.19,lex_Vocd,34,403,even,4
2,38,s2c,complex,2,1.57,lex_WRDFRQmc,34,403,even,4
