stid,scid,group,gender,ethnicity,LEPat5,spe.ed,year,spanish,scale,stand
941042,carm,T,Female,Hispanic,secondyear,No,2,No,1470,Approaches
941045,bla,T,Female,Afamerican,NotLEP,No,0,No,1468,Meets
941045,bla,T,Female,Afamerican,NotLEP,No,1,No,1633,Masters
941045,bla,T,Female,Afamerican,NotLEP,No,2,No,1582,Meets
941151,har,C,Male,Afamerican,NotLEP,No,0,No,1387,Approaches
941151,har,C,Male,Afamerican,NotLEP,No,2,No,1564,Approaches
941298,caro,T,Female,Hispanic,LEP,No,0,Yes,1424,Approaches
941298,caro,T,Female,Hispanic,LEP,No,1,No,1356,Notapproach
941298,caro,T,Female,Hispanic,LEP,No,2,No,1547,Approaches
941421,har,C,Female,Hispanic,firstyear,No,0,No,1519,Meets
941421,har,C,Female,Hispanic,firstyear,No,1,No,1510,Approaches
941421,har,C,Female,Hispanic,firstyear,No,2,No,1582,Meets
941485,carm,T,Male,Hispanic,LEP,No,0,No,1266,Notapproach
941485,carm,T,Male,Hispanic,LEP,No,1,No,1356,Notapproach
941485,carm,T,Male,Hispanic,LEP,No,2,No,1463,Notapproach
941504,jon,C,Male,Hispanic,secondyear,No,2,No,1517,Approaches
942114,bla,T,Female,Afamerican,NotLEP,No,0,No,1496,Meets
942114,bla,T,Female,Afamerican,NotLEP,No,1,No,1582,Meets
942114,bla,T,Female,Afamerican,NotLEP,No,2,No,1619,Meets
942192,jon,C,Female,Hispanic,NotLEP,No,1,No,1562,Meets
942384,har,C,Female,Hispanic,LEP,No,0,No,1282,Notapproach
942523,har,C,Male,Afamerican,NotLEP,No,0,No,1180,Notapproach
942553,har,C,Male,Afamerican,NotLEP,No,0,No,1266,Notapproach
942553,har,C,Male,Afamerican,NotLEP,No,1,No,1356,Notapproach
942553,har,C,Male,Afamerican,NotLEP,No,2,No,1342,Notapproach
942557,carm,T,Female,Hispanic,LEP,No,0,No,1136,Notapproach
942557,carm,T,Female,Hispanic,LEP,No,1,Yes,1413,Approaches
942805,caro,T,Male,Hispanic,NotLEP,No,0,No,1297,Notapproach
942805,caro,T,Male,Hispanic,NotLEP,No,1,No,1370,Notapproach
942805,caro,T,Male,Hispanic,NotLEP,No,2,No,1370,Notapproach
942851,jon,C,Male,Hispanic,LEP,No,0,Yes,1298,Notapproach
942851,jon,C,Male,Hispanic,LEP,No,1,Yes,1233,Notapproach
942851,jon,C,Male,Hispanic,LEP,No,2,No,1384,Notapproach
942889,jon,C,Male,Hispanic,NotLEP,No,0,No,1297,Notapproach
942929,jon,C,Male,Hispanic,NotLEP,No,0,No,1282,Notapproach
943029,carm,T,Female,Hispanic,LEP,No,0,No,1266,Notapproach
943029,carm,T,Female,Hispanic,LEP,No,1,No,1383,Notapproach
943029,carm,T,Female,Hispanic,LEP,No,2,No,1470,Approaches
943097,caro,T,Male,Hispanic,firstyear,No,0,No,1496,Meets
943097,caro,T,Male,Hispanic,firstyear,No,1,No,1495,Approaches
943131,jon,C,Female,White,NotLEP,No,2,No,1619,Meets
943203,bla,T,Female,Hispanic,NotLEP,No,0,No,1893,Masters
943203,bla,T,Female,Hispanic,NotLEP,No,1,No,1697,Masters
943203,bla,T,Female,Hispanic,NotLEP,No,2,No,1667,Masters
943319,carm,T,Male,Hispanic,LEP,No,0,No,1403,Approaches
943319,carm,T,Male,Hispanic,LEP,No,1,No,1510,Approaches
943319,carm,T,Male,Hispanic,LEP,No,2,No,1547,Approaches
943360,bla,T,Male,Hispanic,LEP,No,0,Yes,1281,Notapproach
943366,caro,T,Female,Hispanic,firstyear,No,0,No,1455,Approaches
943388,jon,C,Female,Hispanic,LEP,No,1,No,1356,Notapproach
943453,jon,C,Male,Hispanic,LEP,No,0,Yes,1127,Notapproach
943883,har,C,Male,Hispanic,LEP,No,0,No,1199,Notapproach
943921,carm,T,Female,Hispanic,NotLEP,No,0,No,1555,Masters
944040,har,C,Male,Hispanic,firstyear,No,0,No,1419,Approaches
944040,har,C,Male,Hispanic,firstyear,No,1,No,1604,Meets
944040,har,C,Male,Hispanic,firstyear,No,2,No,1532,Approaches
944053,bus,C,Female,Hispanic,LEP,No,0,Yes,1127,Notapproach
944053,bus,C,Female,Hispanic,LEP,No,1,Yes,1291,Notapproach
944053,bus,C,Female,Hispanic,LEP,No,2,Yes,1544,Approaches
944149,bla,T,Male,Hispanic,LEP,No,0,Yes,1246,Notapproach
944149,bla,T,Male,Hispanic,LEP,No,1,Yes,1308,Notapproach
944149,bla,T,Male,Hispanic,LEP,No,2,No,1327,Notapproach
944152,har,C,Female,Hispanic,LEP,No,0,No,1437,Approaches
944152,har,C,Female,Hispanic,LEP,No,1,No,1383,Notapproach
944152,har,C,Female,Hispanic,LEP,No,2,No,1619,Meets
944161,bla,T,Female,Hispanic,LEP,No,1,No,1465,Approaches
944161,bla,T,Female,Hispanic,LEP,No,2,No,1411,Notapproach
944206,har,C,Male,Hispanic,firstyear,No,0,No,1437,Approaches
944206,har,C,Male,Hispanic,firstyear,No,1,No,1480,Approaches
944206,har,C,Male,Hispanic,firstyear,No,2,No,1667,Masters
944256,caro,T,Female,Hispanic,secondyear,No,0,No,1403,Approaches
944256,caro,T,Female,Hispanic,secondyear,No,1,No,1495,Approaches
944355,caro,T,Male,Hispanic,secondyear,No,0,No,1616,Masters
944355,caro,T,Male,Hispanic,secondyear,No,1,No,1633,Masters
944496,bla,T,Male,Hispanic,secondyear,No,0,No,1403,Approaches
944496,bla,T,Male,Hispanic,secondyear,No,1,No,1582,Meets
944496,bla,T,Male,Hispanic,secondyear,No,2,No,1517,Approaches
944670,jon,C,Male,Hispanic,LEP,No,0,No,1403,Approaches
944670,jon,C,Male,Hispanic,LEP,No,1,No,1510,Approaches
944769,bla,T,Male,Hispanic,LEP,No,0,Yes,1332,Approaches
944769,bla,T,Male,Hispanic,LEP,No,1,No,1341,Notapproach
944769,bla,T,Male,Hispanic,LEP,No,2,No,1503,Approaches
944921,caro,T,Male,Hispanic,NotLEP,No,0,No,1519,Meets
944921,caro,T,Male,Hispanic,NotLEP,No,1,No,1659,Masters
945007,har,C,Male,Afamerican,NotLEP,No,0,No,1752,Masters
945007,har,C,Male,Afamerican,NotLEP,No,1,No,1659,Masters
945181,caro,T,Male,Hispanic,LEP,No,0,No,1110,Notapproach
945181,caro,T,Male,Hispanic,LEP,No,1,No,1311,Notapproach
945181,caro,T,Male,Hispanic,LEP,No,2,No,1470,Approaches
945188,caro,T,Male,Hispanic,NotLEP,No,0,No,1297,Notapproach
945503,caro,T,Female,White,NotLEP,No,0,No,1616,Masters
945503,caro,T,Female,White,NotLEP,No,1,No,1659,Masters
945503,caro,T,Female,White,NotLEP,No,2,No,1667,Masters
945603,caro,T,Male,Hispanic,LEP,No,0,No,1387,Approaches
945603,caro,T,Male,Hispanic,LEP,No,1,No,1341,Notapproach
945609,caro,T,Male,Hispanic,LEP,No,0,No,1266,Notapproach
945887,caro,T,Female,Hispanic,LEP,No,0,Yes,1210,Notapproach
946241,caro,T,Female,Hispanic,NotLEP,No,0,No,1266,Notapproach
946241,caro,T,Female,Hispanic,NotLEP,No,1,No,1424,Notapproach
946273,caro,T,Male,Hispanic,LEP,No,0,Yes,1444,Meets
946273,caro,T,Male,Hispanic,LEP,No,1,No,1434,Approaches
946273,caro,T,Male,Hispanic,LEP,No,2,No,1503,Approaches
946509,bus,C,Male,Hispanic,LEP,No,1,Yes,1342,Notapproach
947398,caro,T,Female,Afamerican,NotLEP,No,0,No,1616,Masters
947398,caro,T,Female,Afamerican,NotLEP,No,1,No,1659,Masters
947398,caro,T,Female,Afamerican,NotLEP,No,2,No,1667,Masters
947673,jon,C,Male,Hispanic,NotLEP,No,2,No,1667,Masters
948310,caro,T,Male,Hispanic,NotLEP,No,0,No,1345,Approaches
948388,har,C,Male,Afamerican,NotLEP,No,0,No,1234,Notapproach
948388,har,C,Male,Afamerican,NotLEP,No,1,No,1510,Approaches
948422,jon,C,Female,Hispanic,NotLEP,No,2,No,1667,Masters
948423,caro,T,Female,Hispanic,LEP,No,0,No,1468,Meets
948423,caro,T,Female,Hispanic,LEP,No,1,No,1465,Approaches
948423,caro,T,Female,Hispanic,LEP,No,2,No,1582,Meets
948429,jon,C,Male,Hispanic,secondyear,No,0,No,1496,Meets
948429,jon,C,Male,Hispanic,secondyear,No,1,No,1604,Meets
948429,jon,C,Male,Hispanic,secondyear,No,2,No,1698,Masters
948443,jon,C,Female,Hispanic,LEP,No,0,No,1403,Approaches
948443,jon,C,Female,Hispanic,LEP,No,1,No,1582,Meets
948452,bla,T,Male,Hispanic,LEP,No,0,Yes,1532,Masters
948452,bla,T,Male,Hispanic,LEP,No,1,No,1424,Notapproach
948452,bla,T,Male,Hispanic,LEP,No,2,No,1437,Notapproach
948469,jon,C,Female,Hispanic,firstyear,No,2,No,1599,Meets
948474,jon,C,Male,Afamerican,NotLEP,No,0,No,1345,Approaches
948474,jon,C,Male,Afamerican,NotLEP,No,1,No,1397,Notapproach
948474,jon,C,Male,Afamerican,NotLEP,No,2,No,1397,Notapproach
948808,jon,C,Male,Hispanic,NotLEP,No,0,No,1387,Approaches
948808,jon,C,Male,Hispanic,NotLEP,No,1,No,1411,Notapproach
948866,jon,C,Female,Hispanic,NotLEP,No,0,No,1419,Approaches
948866,jon,C,Female,Hispanic,NotLEP,No,1,No,1434,Approaches
948875,bla,T,Male,Hispanic,LEP,No,0,Yes,1332,Approaches
948875,bla,T,Male,Hispanic,LEP,No,1,No,1411,Notapproach
948875,bla,T,Male,Hispanic,LEP,No,2,No,1463,Notapproach
948880,har,C,Female,Afamerican,NotLEP,No,0,No,1403,Approaches
948880,har,C,Female,Afamerican,NotLEP,No,1,No,1526,Approaches
948880,har,C,Female,Afamerican,NotLEP,No,2,No,1532,Approaches
948939,har,C,Male,Hispanic,LEP,No,0,No,1387,Approaches
948939,har,C,Male,Hispanic,LEP,No,1,No,1383,Notapproach
948939,har,C,Male,Hispanic,LEP,No,2,No,1503,Approaches
948950,har,C,Female,Hispanic,LEP,No,0,No,1297,Notapproach
948986,bla,T,Female,Hispanic,NotLEP,No,0,No,1519,Meets
948986,bla,T,Female,Hispanic,NotLEP,No,1,No,1633,Masters
948986,bla,T,Female,Hispanic,NotLEP,No,2,No,1582,Meets
949016,bus,C,Male,Hispanic,NotLEP,No,1,No,1465,Approaches
949087,caro,T,Male,Hispanic,firstyear,No,0,No,1282,Notapproach
949140,jon,C,Male,Hispanic,secondyear,No,0,No,1577,Masters
949140,jon,C,Male,Hispanic,secondyear,No,1,No,1582,Meets
949158,caro,T,Male,Hispanic,secondyear,No,0,No,1356,Approaches
949158,caro,T,Male,Hispanic,secondyear,No,1,No,1550,Meets
949158,caro,T,Male,Hispanic,secondyear,No,2,No,1564,Approaches
949205,bus,C,Male,Hispanic,secondyear,No,0,No,1419,Approaches
949205,bus,C,Male,Hispanic,secondyear,No,1,No,1604,Meets
949205,bus,C,Male,Hispanic,secondyear,No,2,No,1582,Meets
949228,bus,C,Female,Hispanic,LEP,No,0,No,1282,Notapproach
949238,jon,C,Female,Hispanic,NotLEP,No,1,No,1697,Masters
949302,bus,C,Female,Hispanic,LEP,No,0,Yes,1281,Notapproach
949302,bus,C,Female,Hispanic,LEP,No,1,Yes,1569,Meets
949340,jon,C,Male,Hispanic,firstyear,No,0,No,1496,Meets
949597,bus,C,Female,Hispanic,NotLEP,No,0,No,1455,Approaches
949597,bus,C,Female,Hispanic,NotLEP,No,1,No,1480,Approaches
949621,jon,C,Male,Hispanic,LEP,No,2,No,1642,Meets
949712,caro,T,Male,Hispanic,LEP,No,0,No,1327,Notapproach
949873,jon,C,Male,Hispanic,NotLEP,No,0,No,1667,Masters
949873,jon,C,Male,Hispanic,NotLEP,No,1,No,1747,Masters
949969,caro,T,Female,Hispanic,LEP,No,0,Yes,1150,Notapproach
950028,jon,C,Female,Hispanic,LEP,No,0,Yes,1171,Notapproach
950028,jon,C,Female,Hispanic,LEP,No,1,No,1434,Approaches
950028,jon,C,Female,Hispanic,LEP,No,2,No,1517,Approaches
950161,bus,C,Male,Hispanic,LEP,No,0,Yes,1150,Notapproach
950187,jon,C,Female,Hispanic,NotLEP,Yes,0,No,1180,Notapproach
950187,jon,C,Female,Hispanic,NotLEP,Yes,1,No,1239,Notapproach
950262,har,C,Male,Afamerican,NotLEP,No,0,No,1234,Notapproach
950262,har,C,Male,Afamerican,NotLEP,No,1,No,1424,Notapproach
950262,har,C,Male,Afamerican,NotLEP,No,2,No,1397,Notapproach
950267,bus,C,Female,Hispanic,secondyear,No,0,No,1387,Approaches
950267,bus,C,Female,Hispanic,secondyear,No,1,No,1582,Meets
950267,bus,C,Female,Hispanic,secondyear,No,2,No,1642,Meets
950283,bus,C,Male,Hispanic,LEP,No,0,Yes,1210,Notapproach
950338,bla,T,Female,Hispanic,LEP,Yes,0,No,1297,Notapproach
950358,har,C,Female,Afamerican,NotLEP,No,0,No,1555,Masters
950358,har,C,Female,Afamerican,NotLEP,No,1,No,1526,Approaches
950358,har,C,Female,Afamerican,NotLEP,No,2,No,1547,Approaches
950396,jon,C,Female,Hispanic,NotLEP,No,0,No,1327,Notapproach
950396,jon,C,Female,Hispanic,NotLEP,No,1,No,1465,Approaches
950641,har,C,Male,Hispanic,LEP,No,0,No,1419,Approaches
950641,har,C,Male,Hispanic,LEP,No,1,No,1465,Approaches
950641,har,C,Male,Hispanic,LEP,No,2,No,1450,Notapproach
950648,har,C,Female,Hispanic,LEP,Yes,0,No,1327,Notapproach
950676,har,C,Female,Afamerican,NotLEP,No,0,No,1199,Notapproach
950676,har,C,Female,Afamerican,NotLEP,No,1,No,1383,Notapproach
950676,har,C,Female,Afamerican,NotLEP,No,2,No,1463,Notapproach
950683,har,C,Female,Afamerican,NotLEP,No,0,No,1180,Notapproach
950683,har,C,Female,Afamerican,NotLEP,No,1,No,1370,Notapproach
950683,har,C,Female,Afamerican,NotLEP,No,2,No,1463,Notapproach
950749,jon,C,Female,Hispanic,NotLEP,No,0,No,1496,Meets
950749,jon,C,Female,Hispanic,NotLEP,No,1,No,1582,Meets
951022,caro,T,Male,Hispanic,LEP,No,0,No,1199,Notapproach
951022,caro,T,Male,Hispanic,LEP,No,1,No,1451,Approaches
951022,caro,T,Male,Hispanic,LEP,No,2,No,1619,Meets
951106,carm,T,Male,Hispanic,LEP,No,0,No,1327,Notapproach
951139,bla,T,Male,Hispanic,firstyear,No,0,No,1419,Approaches
951139,bla,T,Male,Hispanic,firstyear,No,1,No,1526,Approaches
951139,bla,T,Male,Hispanic,firstyear,No,2,No,1517,Approaches
951144,carm,T,Male,Hispanic,LEP,No,0,No,1387,Approaches
951144,carm,T,Male,Hispanic,LEP,No,1,No,1495,Approaches
951144,carm,T,Male,Hispanic,LEP,No,2,No,1437,Notapproach
951348,bus,C,Female,Hispanic,secondyear,No,1,No,1604,Meets
951348,bus,C,Female,Hispanic,secondyear,No,2,No,1736,Masters
951544,bus,C,Male,Hispanic,LEP,No,0,Yes,1385,Approaches
951568,bla,T,Male,Hispanic,LEP,No,0,Yes,1246,Notapproach
951568,bla,T,Male,Hispanic,LEP,No,1,Yes,1308,Notapproach
951568,bla,T,Male,Hispanic,LEP,No,2,No,1437,Notapproach
951573,bla,T,Female,Hispanic,firstyear,No,0,No,1468,Meets
951573,bla,T,Female,Hispanic,firstyear,No,1,No,1970,Masters
951573,bla,T,Female,Hispanic,firstyear,No,2,No,1736,Masters
951595,carm,T,Male,White,NotLEP,No,0,No,1577,Masters
951595,carm,T,Male,White,NotLEP,No,1,No,1747,Masters
951595,carm,T,Male,White,NotLEP,No,2,No,1698,Masters
951601,carm,T,Female,Hispanic,LEP,No,0,No,1266,Notapproach
951601,carm,T,Female,Hispanic,LEP,No,1,No,1411,Notapproach
951601,carm,T,Female,Hispanic,LEP,No,2,No,1489,Approaches
951630,jon,C,Male,Hispanic,secondyear,No,0,No,1468,Meets
951630,jon,C,Male,Hispanic,secondyear,No,1,No,1495,Approaches
951630,jon,C,Male,Hispanic,secondyear,No,2,No,1642,Meets
951637,carm,T,Male,Hispanic,secondyear,No,0,No,1403,Approaches
951637,carm,T,Male,Hispanic,secondyear,No,1,No,1562,Meets
951637,carm,T,Male,Hispanic,secondyear,No,2,No,1547,Approaches
951639,carm,T,Male,Hispanic,LEP,No,0,No,1110,Notapproach
951639,carm,T,Male,Hispanic,LEP,No,1,No,1383,Notapproach
951639,carm,T,Male,Hispanic,LEP,No,2,No,1450,Notapproach
951655,bla,T,Female,Hispanic,NotLEP,No,0,No,1616,Masters
951655,bla,T,Female,Hispanic,NotLEP,No,1,No,1659,Masters
951671,carm,T,Male,Afamerican,NotLEP,No,0,No,1403,Approaches
951671,carm,T,Male,Afamerican,NotLEP,No,1,No,1495,Approaches
951674,bla,T,Female,PI,NotLEP,No,0,No,1387,Approaches
951674,bla,T,Female,PI,NotLEP,No,1,No,1495,Approaches
951674,bla,T,Female,PI,NotLEP,No,2,No,1870,Masters
951681,carm,T,Female,Hispanic,NotLEP,No,0,No,1616,Masters
951681,carm,T,Female,Hispanic,NotLEP,No,1,No,1550,Meets
951681,carm,T,Female,Hispanic,NotLEP,No,2,No,1870,Masters
951682,carm,T,Female,Asian,firstyear,No,0,No,1616,Masters
951682,carm,T,Female,Asian,firstyear,No,1,No,1697,Masters
951682,carm,T,Female,Asian,firstyear,No,2,No,1787,Masters
951689,carm,T,Male,Hispanic,NotLEP,No,0,No,1555,Masters
951689,carm,T,Male,Hispanic,NotLEP,No,1,No,1510,Approaches
951689,carm,T,Male,Hispanic,NotLEP,No,2,No,1698,Masters
951701,carm,T,Male,Hispanic,secondyear,No,0,No,1616,Masters
951701,carm,T,Male,Hispanic,secondyear,No,1,No,1659,Masters
951701,carm,T,Male,Hispanic,secondyear,No,2,No,1599,Meets
951707,carm,T,Female,Asian,LEP,No,0,No,1893,Masters
951707,carm,T,Female,Asian,LEP,No,1,No,1747,Masters
951708,carm,T,Male,Hispanic,NotLEP,No,0,No,1577,Masters
951708,carm,T,Male,Hispanic,NotLEP,No,1,No,1697,Masters
951708,carm,T,Male,Hispanic,NotLEP,No,2,No,1787,Masters
951739,carm,T,Female,Hispanic,NotLEP,No,0,No,1437,Approaches
951739,carm,T,Female,Hispanic,NotLEP,No,1,No,1582,Meets
951739,carm,T,Female,Hispanic,NotLEP,No,2,No,1619,Meets
951798,carm,T,Male,Hispanic,NotLEP,No,0,No,1468,Meets
951798,carm,T,Male,Hispanic,NotLEP,No,1,No,1659,Masters
951798,carm,T,Male,Hispanic,NotLEP,No,2,No,1642,Meets
951805,carm,T,Female,Hispanic,NotLEP,No,0,No,1297,Notapproach
951805,carm,T,Female,Hispanic,NotLEP,No,1,No,1370,Notapproach
951815,carm,T,Female,Afamerican,NotLEP,Yes,0,No,1180,Notapproach
951815,carm,T,Female,Afamerican,NotLEP,Yes,1,No,1295,Notapproach
951815,carm,T,Female,Afamerican,NotLEP,Yes,2,No,1311,Notapproach
951820,carm,T,Female,Hispanic,secondyear,No,0,No,1455,Approaches
951820,carm,T,Female,Hispanic,secondyear,No,1,No,1550,Meets
951820,carm,T,Female,Hispanic,secondyear,No,2,No,1619,Meets
951821,carm,T,Female,Afamerican,NotLEP,No,0,No,1577,Masters
951821,carm,T,Female,Afamerican,NotLEP,No,1,No,1526,Approaches
951821,carm,T,Female,Afamerican,NotLEP,No,2,No,1642,Meets
951824,carm,T,Female,Hispanic,LEP,No,0,No,1312,Notapproach
951824,carm,T,Female,Hispanic,LEP,No,1,No,1510,Approaches
951824,carm,T,Female,Hispanic,LEP,No,2,No,1437,Notapproach
951826,carm,T,Female,Hispanic,LEP,No,0,No,1297,Notapproach
951826,carm,T,Female,Hispanic,LEP,No,1,No,1451,Approaches
951826,carm,T,Female,Hispanic,LEP,No,2,No,1503,Approaches
951847,carm,T,Female,Hispanic,LEP,No,0,No,1234,Notapproach
951847,carm,T,Female,Hispanic,LEP,No,1,No,1356,Notapproach
951847,carm,T,Female,Hispanic,LEP,No,2,No,1327,Notapproach
951954,caro,T,Female,Hispanic,firstyear,No,0,No,1297,Notapproach
951969,carm,T,Female,Hispanic,NotLEP,No,0,No,1555,Masters
951969,carm,T,Female,Hispanic,NotLEP,No,1,No,1659,Masters
951969,carm,T,Female,Hispanic,NotLEP,No,2,No,1736,Masters
952003,bla,T,Female,Hispanic,secondyear,No,0,No,1577,Masters
952003,bla,T,Female,Hispanic,secondyear,No,1,No,1633,Masters
952003,bla,T,Female,Hispanic,secondyear,No,2,No,1736,Masters
952073,jon,C,Male,Hispanic,NotLEP,No,0,No,1519,Meets
952073,jon,C,Male,Hispanic,NotLEP,No,1,No,1633,Masters
952073,jon,C,Male,Hispanic,NotLEP,No,2,No,1470,Approaches
952257,har,C,Male,Afamerican,NotLEP,No,0,No,1234,Notapproach
952257,har,C,Male,Afamerican,NotLEP,No,1,No,1370,Notapproach
952257,har,C,Male,Afamerican,NotLEP,No,2,No,1489,Approaches
952262,jon,C,Male,Hispanic,NotLEP,No,0,No,1496,Meets
952262,jon,C,Male,Hispanic,NotLEP,No,1,No,1582,Meets
952508,har,C,Male,Afamerican,NotLEP,No,2,No,1342,Notapproach
952535,jon,C,Female,Hispanic,NotLEP,No,0,No,1752,Masters
952535,jon,C,Female,Hispanic,NotLEP,No,1,No,1747,Masters
952778,jon,C,Male,Afamerican,NotLEP,No,0,No,1667,Masters
952778,jon,C,Male,Afamerican,NotLEP,No,1,No,1633,Masters
952778,jon,C,Male,Afamerican,NotLEP,No,2,No,1787,Masters
952831,bus,C,Male,Hispanic,NotLEP,No,0,No,1519,Meets
952908,bla,T,Male,Hispanic,LEP,No,0,Yes,1332,Approaches
952908,bla,T,Male,Hispanic,LEP,No,1,Yes,1539,Meets
952908,bla,T,Male,Hispanic,LEP,No,2,No,1437,Notapproach
953038,bla,T,Female,Hispanic,firstyear,No,0,No,1387,Approaches
953038,bla,T,Female,Hispanic,firstyear,No,1,No,1495,Approaches
953038,bla,T,Female,Hispanic,firstyear,No,2,No,1503,Approaches
953049,bus,C,Female,Afamerican,NotLEP,No,0,No,1251,Notapproach
953187,har,C,Male,Afamerican,NotLEP,No,0,No,1372,Approaches
953187,har,C,Male,Afamerican,NotLEP,No,1,No,1495,Approaches
953187,har,C,Male,Afamerican,NotLEP,No,2,No,1532,Approaches
953219,har,C,Female,Afamerican,NotLEP,No,0,No,1577,Masters
953219,har,C,Female,Afamerican,NotLEP,No,1,No,1562,Meets
953219,har,C,Female,Afamerican,NotLEP,No,2,No,1870,Masters
953301,bus,C,Male,Hispanic,LEP,Yes,0,Yes,1127,Notapproach
953301,bus,C,Male,Hispanic,LEP,Yes,2,Yes,1349,Notapproach
953953,bus,C,Female,twomore,NotLEP,No,0,No,1555,Masters
954017,carm,T,Male,Hispanic,NotLEP,No,0,No,1468,Meets
954017,carm,T,Male,Hispanic,NotLEP,No,1,No,1659,Masters
954017,carm,T,Male,Hispanic,NotLEP,No,2,No,1787,Masters
954028,bus,C,Male,Hispanic,NotLEP,No,0,No,1403,Approaches
954028,bus,C,Male,Hispanic,NotLEP,No,1,No,1451,Approaches
954028,bus,C,Male,Hispanic,NotLEP,No,2,No,1489,Approaches
954032,caro,T,Female,Hispanic,NotLEP,No,0,No,1356,Approaches
954032,caro,T,Female,Hispanic,NotLEP,No,1,No,1495,Approaches
954115,caro,T,Male,Hispanic,LEP,No,0,No,1356,Approaches
954115,caro,T,Male,Hispanic,LEP,No,1,No,1510,Approaches
954115,caro,T,Male,Hispanic,LEP,No,2,No,1564,Approaches
954249,jon,C,Female,White,NotLEP,No,0,No,1180,Notapproach
954249,jon,C,Female,White,NotLEP,No,1,No,1356,Notapproach
954261,har,C,Male,Hispanic,LEP,No,0,No,1282,Notapproach
954261,har,C,Male,Hispanic,LEP,No,1,No,1326,Notapproach
954261,har,C,Male,Hispanic,LEP,No,2,No,1342,Notapproach
954273,bus,C,Female,Hispanic,NotLEP,No,2,No,1463,Notapproach
954284,jon,C,Male,Afamerican,NotLEP,No,0,No,1180,Notapproach
954284,jon,C,Male,Afamerican,NotLEP,No,1,No,1424,Notapproach
954290,har,C,Female,Afamerican,NotLEP,No,0,No,1199,Notapproach
954714,bus,C,Female,Afamerican,NotLEP,No,0,No,1437,Approaches
954840,har,C,Male,Afamerican,NotLEP,No,1,No,1465,Approaches
954840,har,C,Male,Afamerican,NotLEP,No,2,No,1547,Approaches
955037,har,C,Male,Afamerican,NotLEP,No,0,No,1455,Approaches
955037,har,C,Male,Afamerican,NotLEP,No,1,No,1562,Meets
955037,har,C,Male,Afamerican,NotLEP,No,2,No,1698,Masters
955362,jon,C,Male,Afamerican,NotLEP,No,2,No,2011,Masters
955449,bla,T,Female,Hispanic,LEP,No,0,Yes,1191,Notapproach
955609,har,C,Male,Hispanic,LEP,No,0,No,1217,Notapproach
955815,jon,C,Male,Afamerican,NotLEP,Yes,0,No,1266,Notapproach
955815,jon,C,Male,Afamerican,NotLEP,Yes,1,No,1277,Notapproach
955859,jon,C,Male,White,NotLEP,No,0,No,1496,Meets
955859,jon,C,Male,White,NotLEP,No,1,No,1526,Approaches
955978,bus,C,Male,Hispanic,LEP,No,0,Yes,1229,Notapproach
956143,carm,T,Male,Hispanic,NotLEP,No,0,No,1356,Approaches
956143,carm,T,Male,Hispanic,NotLEP,No,1,No,1510,Approaches
956143,carm,T,Male,Hispanic,NotLEP,No,2,No,1503,Approaches
956177,jon,C,Female,Hispanic,NotLEP,No,0,No,1403,Approaches
956177,jon,C,Female,Hispanic,NotLEP,No,1,No,1659,Masters
956289,jon,C,Male,Hispanic,secondyear,No,0,No,1403,Approaches
956289,jon,C,Male,Hispanic,secondyear,No,1,No,1510,Approaches
956463,carm,T,Female,Hispanic,LEP,No,0,No,1266,Notapproach
956463,carm,T,Female,Hispanic,LEP,No,1,No,1311,Notapproach
956463,carm,T,Female,Hispanic,LEP,No,2,No,1342,Notapproach
956498,caro,T,Male,Hispanic,LEP,No,0,No,1297,Notapproach
956527,har,C,Female,Hispanic,LEP,Yes,0,Yes,1150,Notapproach
956527,har,C,Female,Hispanic,LEP,Yes,1,No,1295,Notapproach
956528,har,C,Male,Hispanic,firstyear,No,0,No,1356,Approaches
956528,har,C,Male,Hispanic,firstyear,No,1,No,1495,Approaches
956565,bla,T,Female,Hispanic,LEP,No,0,Yes,1246,Notapproach
956565,bla,T,Female,Hispanic,LEP,No,1,No,1465,Approaches
956565,bla,T,Female,Hispanic,LEP,No,2,No,1642,Meets
956580,bla,T,Female,Hispanic,LEP,No,0,Yes,1350,Approaches
956580,bla,T,Female,Hispanic,LEP,No,2,Yes,1432,Notapproach
956667,bus,C,Female,Hispanic,LEP,No,2,No,1470,Approaches
956669,bus,C,Female,Hispanic,LEP,No,2,No,1470,Approaches
956837,jon,C,Female,Hispanic,LEP,No,0,No,1327,Notapproach
957090,caro,T,Female,Hispanic,NotLEP,No,0,No,1327,Notapproach
957153,caro,T,Male,Hispanic,LEP,No,0,No,1217,Notapproach
957220,caro,T,Female,Asian,LEP,No,0,No,1356,Approaches
957220,caro,T,Female,Asian,LEP,No,1,No,1411,Notapproach
957223,caro,T,Male,Asian,LEP,No,0,No,1297,Notapproach
957223,caro,T,Male,Asian,LEP,No,1,No,1411,Notapproach
957374,caro,T,Female,Hispanic,LEP,No,1,No,1659,Masters
957374,caro,T,Female,Hispanic,LEP,No,2,No,1787,Masters
957787,jon,C,Male,Hispanic,NotLEP,Yes,0,No,1136,Notapproach
957787,jon,C,Male,Hispanic,NotLEP,Yes,1,No,1295,Notapproach
957806,bus,C,Female,Hispanic,LEP,No,0,Yes,1350,Approaches
957813,carm,T,Male,Hispanic,LEP,Yes,0,No,1217,Notapproach
957813,carm,T,Male,Hispanic,LEP,Yes,1,No,1424,Notapproach
